PROTEIN GROUP;GENE;DISTANZA DALL'ER;Q-VALUE DALL'ER;DISTANZA DAL REPLICOMA ;Q-VALUE REPLICOMA;RISULTATO;PREDICTED LOCALIZATION IN INF (analisi con proteine virali);DISTANZA DELLE DISTANCE;DISTANZA DELLE DISTANZE 0-1;TERZILI;top 25%
A0A7I2V428;NCL;1,257141;0,3090835;1,330369;0,2116229;Vicino all'ER;Translation;0,073228;0,174459107;;
O00478;BTN3A3;0,8689173;0,02567114;0,9421152;0,02145025;Vicino all'ER;PM;0,0731979;0,174367066;;
P26599;PTBP1;0,7502207;0,009491445;0,8233286;0,009183673;Vicino all'ER;Nucleus;0,0731079;0,17409186;;
Q9H0A0;NAT10;1,118058;0,1468777;1,191157;0,09932661;Vicino all'ER;Nucleus;0,073099;0,174064646;;
P18433;PTPRA;1,035282;0,08865488;1,108338;0,06263963;Vicino all'ER;PM;0,073056;0,173933159;;
Q96CB8;INTS12;0,7150024;0,007182321;0,7879407;0,007375887;Vicino all'ER;Mitochondria;0,0729383;0,173573251;;
E9PMS6;LMO7;0,5961609;0,002226277;0,669008;0,002890772;Vicino all'ER;Mitochondria;0,0728471;0,173294376;;
Q53GQ0;HSD17B12;0,5642002;0,001463918;0,4314317;2,45E-05;Vicino al REPLICOMA;ER;0,1327685;0,356524278;Q3;
P37059;HSD17B2;0,4136511;0,000231959;0,277928;0;Vicino al REPLICOMA;ER;0,1357231;0,365558965;Q3;x
P04899;GNAI2;1,148146;0,1733716;1,220572;0,1169306;Vicino all'ER;PM;0,072426;0,172006721;;
Q9Y5J7;TIMM9;0,9973869;0,06745683;1,069778;0,05000284;Vicino all'ER;Mitochondria;0,0723911;0,171900003;;
A0A0C4DG89;DDX46;0,6972684;0,006176471;0,7696087;0,006368821;Vicino all'ER;Nucleus;0,0723403;0,171744664;;
A0A7I2V5X1;QPCTL;1,274691;0,3352008;1,347006;0,229946;Vicino all'ER;Lysosome;0,072315;0,171667301;;
Q9HA77;CARS2;0,5672132;0,001518219;0,6395143;0,002361702;Vicino all'ER;Mitochondria;0,0723011;0,171624797;;
P51659;HSD17B4;0,4264081;0,000273973;0,4063911;2,87E-05;Vicino al REPLICOMA;Peroxisome;0,020017;0,011748517;;
P14625;HSP90B1;0,4590113;0,000380435;0,4307827;2,46E-05;Vicino al REPLICOMA;ER;0,0282286;0,036858255;;
C9JYS5;TVP23C;1,192425;0,2221423;1,264664;0,1508435;Vicino all'ER;endosome-vesicle;0,072239;0,171434906;;
O60725;ICMT;0,4434019;0,000348361;0,276641;0;Vicino al REPLICOMA;ER;0,1667609;0,460467513;Q3;x
Q9BWM7;SFXN3;0,5840268;0,001898855;0,6561801;0,002654076;Vicino all'ER;Mitochondria;0,0721533;0,171172849;;
Q9H553;ALG2;0,2903647;0;0,3624743;0;Vicino all'ER;ER;0,0721096;0,171039221;;
Q96PU8;QKI;0,7306918;0,008199791;0,8027574;0,008066666;Vicino all'ER;Nucleus;0,0720656;0,170904677;;
Q96D15;RCN3;0,4276733;0,000292793;0,499615;0,00032872;Vicino all'ER;ER;0,0719417;0,17052581;;
P43121;MCAM;1,111518;0,1415988;1,183388;0,0954874;Vicino all'ER;PM;0,07187;0,170306563;;
Q9UQE7;SMC3;0,7045227;0,006610268;0,7761264;0,006719902;Vicino all'ER;Nucleus;0,0716037;0,169492261;;
O94842;TOX4;0,9401616;0,04432849;1,011728;0,03484404;Vicino all'ER;Nucleus;0,0715664;0,169378204;;
A0A0A0MTL6;RIPOR1;1,769376;1;1,840702;1;Vicino all'ER;Cytoplasm;0,071326;0,1686431;;
Q12906;ILF3;0,8811873;0,02798297;0,9524871;0,02314622;Vicino all'ER;Nucleus;0,0712998;0,168562985;;
Q9BW27;NUP85;0,7498837;0,009479962;0,8210623;0,009064116;Vicino all'ER;Nucleus;0,0711786;0,168192375;;
Q6SZW1;SARM1;1,256597;0,3081553;1,327744;0,2082712;Vicino all'ER;Golgi apparatus;0,071147;0,168095747;;
Q9UP95;SLC12A4;1,228595;0,2665827;1,299721;0,1812779;Vicino all'ER;endosome-vesicle;0,071126;0,168031532;;
Q86YP4;GATAD2A;1,069208;0,1107598;1,140284;0,07442541;Vicino all'ER;PM;0,071076;0,167878641;;
Q9BVJ6;UTP14A;0,7268862;0,007969409;0,7978861;0,007861206;Vicino all'ER;Nucleus;0,0709999;0,167645939;;
P55287;CDH11;1,123269;0,1515729;1,194223;0,1009203;Vicino all'ER;ER;0,070954;0,167505584;;
F8W7U8;MRE11;0,7814428;0,01208333;0,8523372;0,01126495;Vicino all'ER;Nucleus;0,0708944;0,167323337;;
Q01628;IFITM3;0,6669794;0,004663923;0,6254068;0,001995565;Vicino al REPLICOMA;PM;0,0415726;0,077662039;;
Q05519;SRSF11;0,6629393;0,004380223;0,7337495;0,004789244;Vicino all'ER;Nucleus;0,0708102;0,167065867;;
P82664;MRPS10;0,6806276;0,005444015;0,7513412;0,005535231;Vicino all'ER;Mitochondria;0,0707136;0,16677048;;
Q16270;IGFBP7;0,836935;0,01942238;0,8182091;0,008974896;Vicino al REPLICOMA;Golgi apparatus;0,0187259;0,007800543;;
Q13523;PRPF4B;0,7438688;0,009164209;0,8145175;0,008874735;Vicino all'ER;Nucleus;0,0706487;0,166572027;;
P50148;GNAQ;1,041027;0,09206896;1,111654;0,0638441;Vicino all'ER;PM;0,070627;0,166505672;;
P57740;NUP107;0,6650392;0,004489655;0,7356425;0,004934783;Vicino all'ER;Nucleus;0,0706033;0,166433201;;
P29323;EPHB2;1,129749;0,1570904;1,200307;0,1047412;Vicino all'ER;PM;0,070558;0,166294681;;
P11047;LAMC1;0,3045683;0;0,375079;0;Vicino all'ER;ER;0,0705107;0,166150045;;
Q9UNX4;WDR3;0,9352823;0,04264654;1,005687;0,03379507;Vicino all'ER;Nucleus;0,0704047;0,165825914;;
P00519;ABL1;1,456237;0,684403;1,526461;0,4992408;Vicino all'ER;Cytoplasm;0,070224;0,165273363;Q3;x
A1L0T0;ILVBL;0,8350397;0,01910805;0,8221322;0,009132444;Vicino al REPLICOMA;ER;0,0129075;-0,009991178;;
Q9NZW5;PALS2;1,218712;0,2542445;1,288798;0,1714515;Vicino all'ER;Cytoplasm;0,070086;0,164851381;;
Q96QD9;FYTTD1;0,7645683;0,01059641;0,8346201;0,009956012;Vicino all'ER;Nucleus;0,0700518;0,164746803;;
O75955;FLOT1;0,8055113;0,01496069;0,8754004;0,01321912;Vicino all'ER;Golgi apparatus;0,0698891;0,164249293;;
Q9UFN0;NIPSNAP3A;0,8161864;0,0163214;0,885897;0,01417349;Vicino all'ER;Mitochondria;0,0697106;0,163703469;;
A0A8I5KW95;HS2ST1;0,9683369;0,05498619;1,037993;0,04094812;Vicino all'ER;Golgi apparatus;0,0696561;0,163536817;;
A0A8Q3SHP0;GOLGB1;1,067227;0,1095126;1,136781;0,07299746;Vicino all'ER;Golgi apparatus;0,069554;0,163224612;;
C9J406;IMMT;0,794778;0,01358065;0,6941473;0,003543103;Vicino al REPLICOMA;Mitochondria;0,1006307;0,25825211;;
Q9Y6F6;IRAG1;0,3942654;0,000154321;0,3432218;0;Vicino al REPLICOMA;Peroxisome;0,0510436;0,106622817;;
P49792;RANBP2;0,720383;0,007486486;0,7898218;0,007479436;Vicino all'ER;Nucleus;0,0694388;0,162872349;;
P37198;NUP62;0,8995457;0,03200937;0,9687937;0,02622117;Vicino all'ER;Nucleus;0,069248;0,162288914;;
Q9H1B7;IRF2BPL;0,9828671;0,06096557;0,950487;0,02284573;Vicino al REPLICOMA;Nucleus;0,0323801;0,049552868;;
Q9UL26;RAB22A;1,086322;0,122962;1,155509;0,08193644;Vicino all'ER;PM;0,069187;0,162102386;;
P68431;H3C1;0,7572679;0,01011585;0,8264439;0,009409091;Vicino all'ER;Nucleus;0,069176;0,162068749;;
A0A087X0K0;COL15A1;0,4533463;0,000378788;0,5224705;0,000436137;Vicino all'ER;ER;0,0691242;0,161910353;;
P29558;RBMS1;1,482111;0,7337459;1,551209;0,5454181;Vicino all'ER;Translation;0,069098;0,161830238;;
Q15149;PLEC;0,898196;0,03182505;0,9672292;0,02591712;Vicino all'ER;Mitochondria;0,0690332;0,16163209;;
Q9NZM3;ITSN2;0,5037729;0,0007;0,4268562;2,53E-05;Vicino al REPLICOMA;Golgi apparatus;0,0769167;0,185738552;;
P62879;GNB2;1,118472;0,1472622;1,187389;0,09776701;Vicino all'ER;PM;0,068917;0,161276769;;
Q96N23;CFAP54;1,498592;0,7668293;1,567384;0,5784841;Vicino all'ER;ER;0,068792;0,16089454;;
P00750;PLAT;1,380479;0,526501;1,449227;0,3672876;Vicino all'ER;Cytoplasm;0,068748;0,160759995;;
P17535;JUND;1,147991;0,1733723;1,124952;0,0685555;Vicino al REPLICOMA;Nucleus;0,023039;0,020989302;;
P67809;YBX1;1,533967;0,833683;1,602591;0,6459127;Vicino all'ER;endosome-vesicle;0,068624;0,160380823;;
A0A2U3TZL8;KIF23;0,6303062;0,003028391;0,5149878;0,000405844;Vicino al REPLICOMA;Mitochondria;0,1153184;0,303164709;Q3;
P17661;DES;1,216426;0,2510301;1,284953;0,16869;Vicino all'ER;ER;0,068527;0,160084213;;
Q96J84;KIRREL1;0,5513743;0,001333333;0,3443021;0;Vicino al REPLICOMA;PM;0,2070722;0,583732916;Q3;x
Q9H2D6;TRIOBP;0,5070344;0,00075;0,5753866;0,001146907;Vicino all'ER;Nucleus;0,0683522;0,159549703;;
O94907;DKK1;1,56345;0,8867406;1,631782;0,703999;Vicino all'ER;ER;0,068332;0,159487935;;
Q5T749;KPRP;1,067773;0,1096392;1,001148;0,03268961;Vicino al REPLICOMA;Nucleus;0,066625;0,154268206;;
B4E2Q0;ATP2C1;1,203349;0,2339969;1,271638;0,1564711;Vicino all'ER;Golgi apparatus;0,068289;0,159356448;;
P51809;VAMP7;1,076767;0,1161355;1,144949;0,07676545;Vicino all'ER;endosome-vesicle;0,068182;0,159029259;;
A0A0D9SGE8;PHF6;1,235688;0,2771305;1,303815;0,1849899;Vicino all'ER;Translation;0,068127;0,158861078;;
P35527;KRT9;1,083807;0,1213987;1,068259;0,04936043;Vicino al REPLICOMA;ER;0,015548;-0,001916958;;
E9PBP6;MTTP;1,532135;0,8310968;1,60014;0,6413541;Vicino all'ER;Cytoplasm;0,068005;0,158488022;;
Q9NXN4;GDAP2;1,442502;0,6558216;1,510411;0,4694138;Vicino all'ER;protein-complex;0,067909;0,158194469;;
E5RHU3;SDC2;1,149965;0,17529;1,21781;0,1154453;Vicino all'ER;Nucleus;0,067845;0,157998768;;
A0A0A0MQS9;LAMA4;0,4885833;0,000538462;0,308279;0;Vicino al REPLICOMA;ER;0,1803043;0,501881029;Q3;x
Q3BDU5;LMNA;0,678836;0,005284238;0,7466095;0,005320781;Vicino all'ER;Nucleus;0,0677735;0,157780132;;
E5RG48;INTS8;1,412532;0,5940627;1,480289;0,4183545;Vicino all'ER;Cytoplasm;0,067757;0,157729678;;
Q9H857;NT5DC2;0,6754585;0,005046113;0,7430862;0,00523338;Vicino all'ER;Mitochondria;0,0676277;0,1573343;;
P53420;COL4A4;1,602483;0,9658703;1,670107;0,7732413;Vicino all'ER;Translation;0,067624;0,157322986;;
Q9H6E4;CCDC134;0,4836348;0,000458861;0,5512066;0,000743802;Vicino all'ER;ER;0,0675718;0,157163366;;
Q96E11;MRRF;0,6910134;0,005778739;0,7583902;0,00592053;Vicino all'ER;Mitochondria;0,0673768;0,156567088;;
B7ZLQ5;SMARCA1;0,7455916;0,009254386;0,8129594;0,008695187;Vicino all'ER;Nucleus;0,0673678;0,156539568;;
Q96B26;EXOSC8;0,7553145;0,01;0,8226659;0,009176891;Vicino all'ER;Nucleus;0,0673514;0,156489419;;
P07942;LAMB1;0,4572391;0,000384615;0,3069444;0;Vicino al REPLICOMA;ER;0,1502947;0,410116549;Q3;x
Q07065;CKAP4;0,3501151;0;0,4170927;2,65E-05;Vicino all'ER;ER;0,0669776;0,155346399;;
O60684;KPNA6;1,246615;0,2926669;1,313581;0,194576;Vicino all'ER;Nucleus;0,066966;0,155310929;;
H0YAR9;THEM6;1,300439;0,377222;1,367364;0,2534769;Vicino all'ER;ER;0,066925;0,155185557;;
H0YCG2;LAMP2;1,064181;0,1075129;0,9733825;0,02716307;Vicino al REPLICOMA;Lysosome;0,0907985;0,22818684;;
P05026;ATP1B1;1,35943;0,4877017;1,426293;0,3339487;Vicino all'ER;PM;0,066863;0,154995971;;
Q07021;C1QBP;0,5670322;0,001514228;0,633833;0,002190889;Vicino all'ER;Mitochondria;0,0668008;0,154805774;;
Q14739;LBR;0,4500962;0,000371094;0,3746887;0;Vicino al REPLICOMA;ER;0,0754075;0,181123664;;
P14543;NID1;0,6023182;0,002315141;0,6690769;0,002913534;Vicino all'ER;ER;0,0667587;0,154677039;;
Q9BYG3;NIFK;0,8039485;0,01467297;0,8706902;0,01288114;Vicino all'ER;Nucleus;0,0667417;0,154625056;;
O94854;MACF1;0,8349514;0,01911337;0,9016826;0,01592188;Vicino all'ER;Lysosome;0,0667312;0,154592948;;
H7C3C4;SLC4A7;0,965942;0,05413477;1,032613;0,03975918;Vicino all'ER;Lysosome;0,066671;0,154408867;;
J3KTA4;DDX5;0,7431794;0,009133005;0,8098072;0,008416216;Vicino all'ER;Nucleus;0,0666278;0,154276768;;
Q08380;LGALS3BP;0,7667001;0,0108125;0,7104409;0,003957997;Vicino al REPLICOMA;Lysosome;0,0562592;0,122571274;;
P35251;RFC1;0,7371684;0,008776542;0,8037285;0,008143647;Vicino all'ER;Nucleus;0,0665601;0,154069752;;
Q9UHB6;LIMA1;0,4614139;0,000412186;0,3941572;0;Vicino al REPLICOMA;ER;0,0672567;0,156199842;;
Q9BXP5;SRRT;0,6618991;0,004272727;0,7283942;0,004674074;Vicino all'ER;Nucleus;0,0664951;0,153870993;;
P16615;ATP2A2;0,3480851;0;0,4145617;2,73E-05;Vicino all'ER;ER;0,0664766;0,153814423;;
Q8NBZ7;UXS1;0,8614;0,024;0,9277311;0,01934703;Vicino all'ER;Golgi apparatus;0,0663311;0,153369508;;
Q3MHD2;LSM12;1,130443;0,1576845;1,196711;0,1023874;Vicino all'ER;Translation;0,066268;0,153176558;;
P06865;HEXA;0,7320008;0,008264462;0,7981999;0,007857143;Vicino all'ER;Lysosome;0,0661991;0,152965873;;
Q9BRT6;LLPH;1,037217;0,08994611;1,016939;0,03580197;Vicino al REPLICOMA;Nucleus;0,020278;0,012546613;;
Q9BU23;LMF2;0,3858887;0,0001;0,3164016;0;Vicino al REPLICOMA;ER;0,0694871;0,163020043;;
Q9NV31;IMP3;0,9140508;0,03585506;0,9801702;0,02844165;Vicino all'ER;Nucleus;0,0661194;0,152722163;;
A0A6Q8PGG9;TRIP12;0,8620313;0,02415584;0,9281337;0,01937043;Vicino all'ER;Nucleus;0,0661024;0,15267018;;
F8WD26;LMO7;0,5261842;0,000979644;0,4926894;0,000285714;Vicino al REPLICOMA;Mitochondria;0,0334948;0,052961439;;
Q16666;IFI16;0,8092842;0,01536576;0,8752666;0,01321761;Vicino all'ER;Nucleus;0,0659824;0,15230324;;
Q9C0E8;LNPK;0,3594786;0;0,3370574;0;Vicino al REPLICOMA;ER;0,0224212;0,01910017;;
O15121;DEGS1;0,2810304;0;0,3469283;0;Vicino all'ER;ER;0,0658979;0,152044852;;
Q08397;LOXL1;0,6964046;0,00610374;0,6280385;0,002037445;Vicino al REPLICOMA;Nucleus;0,0683661;0,159592207;;
A5A3E0;POTEF;1,177489;0,2022953;1,24331;0,1341417;Vicino all'ER;Cytoplasm;0,065821;0,151809705;;
Q96QK1;VPS35;1,256697;0,3081386;1,322474;0,2031586;Vicino all'ER;Cytoplasm;0,065777;0,15167516;;
Q9Y4K0;LOXL2;1,165041;0,1895754;1,138319;0,07375126;Vicino al REPLICOMA;Translation;0,026722;0,032251318;;
P20339;RAB5A;0,7182458;0,007401961;0,7839913;0,007136905;Vicino all'ER;ER;0,0657455;0,151578838;;
P20645;M6PR;1,246645;0,2935631;1,312361;0,1945418;Vicino all'ER;Nucleus;0,065716;0,151488632;;
Q08945;SSRP1;0,759245;0,01018298;0,824865;0,009402834;Vicino all'ER;Nucleus;0,06562;0,151195079;;
Q13123;IK;0,7563058;0,01006046;0,8219177;0,009110996;Vicino all'ER;Nucleus;0,0656119;0,151170311;;
P26006;ITGA3;1,125412;0,1536033;1,190804;0,09926457;Vicino all'ER;PM;0,065392;0,150497892;;
P50281;MMP14;0,9455141;0,04630623;1,010905;0,034675;Vicino all'ER;PM;0,0653909;0,150494529;;
Q8NF37;LPCAT1;0,5091393;0,000765027;0,4180743;2,63E-05;Vicino al REPLICOMA;ER;0,091065;0,229001754;;
A0A2R8Y4T1;TNS1;0,8494713;0,02156842;0,9146988;0,01735206;Vicino all'ER;Nucleus;0,0652275;0,149994878;;
E7ERS3;ZC3H18;1,113262;0,1427939;1,178482;0,09306343;Vicino all'ER;Nucleus;0,06522;0,149971944;;
Q643R3;LPCAT4;0,5684388;0,001523046;0,4599648;0,000125;Vicino al REPLICOMA;ER;0,108474;0,282235646;;
Q9H0U9;TSPYL1;1,204238;0,2351428;1,269444;0,1547375;Vicino all'ER;PM;0,065206;0,149929135;;
P30533;LRPAP1;0,2824873;0;0,2658872;0;Vicino al REPLICOMA;ER;0,0166001;0,001300192;;
P51148;RAB5C;0,9092224;0,03435021;0,9742072;0,02725655;Vicino all'ER;Golgi apparatus;0,0649848;0,149252741;;
E7EV01;CAPN5;1,168741;0,1934545;1,233681;0,126845;Vicino all'ER;PM;0,06494;0,14911575;;
P50416;CPT1A;0,5577688;0,001448498;0,6226257;0,001953125;Vicino all'ER;ER;0,0648569;0,148861644;;
Q9UKV5;AMFR;1,207291;0,2387732;1,271935;0,1567797;Vicino all'ER;Nucleus;0,064644;0,14821063;;
Q8N6Y2;LRRC17;0,9359941;0,04268578;0,8887403;0,0145329;Vicino al REPLICOMA;Mitochondria;0,0472538;0,095034225;;
P85037;FOXK1;0,9783024;0,05905201;1,042895;0,0420821;Vicino all'ER;Nucleus;0,0645926;0,148053457;;
A0A7P0T865;TBC1D20;0,4150698;0,000228426;0,47964;0,000207547;Vicino all'ER;ER;0,0645702;0,147984962;;
Q58DX5;NAALADL2;1,025743;0,08251863;1,090293;0,05614474;Vicino all'ER;PM;0,06455;0,147923193;;
C9JA08;NMD3;1,465431;0,7019788;1,529808;0,5052244;Vicino all'ER;Translation;0,064377;0,147394187;;
A0A087WYX9;COL5A2;0,6910818;0,005771605;0,7554258;0,005728609;Vicino all'ER;ER;0,064344;0,147293279;;
Q9BQG0;MYBBP1A;0,8196756;0,01670566;0,8839672;0,01408265;Vicino all'ER;Nucleus;0,0642916;0,147133048;;
Q6ZXV5;TMTC3;0,4078241;0,00021978;0,4721121;0,000176471;Vicino all'ER;ER;0,064288;0,14712204;;
P61626;LYZ;1,444001;0,6589189;1,508277;0,4656311;Vicino all'ER;ER;0,064276;0,147085346;;
Q8IWT6;LRRC8A;0,938593;0,04365811;0,8694053;0,01270165;Vicino al REPLICOMA;PM;0,0691877;0,162104526;;
Q99805;TM9SF2;1,037471;0,09003182;1,101668;0,06043136;Vicino all'ER;Golgi apparatus;0,064197;0,146843777;;
P29317;EPHA2;1,116114;0,1452926;1,180273;0,09385646;Vicino all'ER;PM;0,064159;0,146727579;;
Q96QA5;GSDMA;1,244197;0,2893926;1,308352;0,191243;Vicino all'ER;Cytoplasm;0,064155;0,146715347;;
P29966;MARCKS;1,42276;0,6158684;1,486906;0,4324335;Vicino all'ER;Cytoplasm;0,064146;0,146687827;;
A0A5F9ZHI5;ALDH3A2;0,4248113;0,00025463;0,4889432;0,000222222;Vicino all'ER;ER;0,0641319;0,146644711;;
Q96CG8;CTHRC1;0,2769085;0;0,3409949;0;Vicino all'ER;ER;0,0640864;0,14650558;;
C9JQX9;NCBP2;1,020157;0,07937281;1,084108;0,05440244;Vicino all'ER;Cytoplasm;0,063951;0,146091549;;
A0A8I5KWJ1;ERLEC1;0,5872442;0,002009434;0,6511716;0,002520243;Vicino all'ER;Peroxisome;0,0639274;0,146019384;;
Q13011;ECH1;0,6031512;0,002325175;0,667056;0,002872137;Vicino all'ER;Mitochondria;0,0639048;0,145950277;;
Q8IUX4;APOBEC3F;1,345025;0,4593689;1,408929;0,308533;Vicino all'ER;ER;0,063904;0,14594783;;
Q32P28;P3H1;0,3129983;0;0,3768166;0;Vicino all'ER;ER;0,0638183;0,145685774;;
Q8NDV7;TNRC6A;0,7062021;0,006720742;0,7699177;0,006384324;Vicino all'ER;ER;0,0637156;0,145371734;;
Q8TDW0;LRRC8C;0,5390887;0,001186047;0,4802453;0,000205993;Vicino al REPLICOMA;Peroxisome;0,0588434;0,130473338;;
Q09666;AHNAK;1,000896;0,06899534;1,064465;0,0481071;Vicino all'ER;endosome-vesicle;0,063569;0,144923455;Q2;x
Q9Y5S9;RBM8A;1,155013;0,1803813;1,218475;0,1156989;Vicino all'ER;Nucleus;0,063462;0,144596266;;
O14880;MGST3;0,586945;0,001960227;0,6503798;0,002515213;Vicino all'ER;Mitochondria;0,0634348;0,144513093;;
Q9H089;LSG1;0,4610531;0,000413669;0,2388477;0;Vicino al REPLICOMA;ER;0,2222054;0,630007782;Q3;x
O95183;VAMP5;0,8783823;0,02742914;0,941702;0,02143312;Vicino all'ER;PM;0,0633197;0,144161136;;
P26572;MGAT1;0,8876848;0,02944803;0,9509686;0,02314365;Vicino all'ER;Golgi apparatus;0,0632838;0,144051359;;
Q10469;MGAT2;0,8301281;0,01812225;0,8933871;0,01504808;Vicino all'ER;Golgi apparatus;0,063259;0,143975525;;
P02787;TF;1,356933;0,4832193;1,42019;0,325269;Vicino all'ER;Cytoplasm;0,063257;0,143969409;;
J3QRU1;YES1;1,194736;0,2237809;1,257977;0,1449531;Vicino all'ER;PM;0,063241;0,143920484;;
Q96EY7;PTCD3;0,6422212;0,003350904;0,7054398;0,003835275;Vicino all'ER;Mitochondria;0,0632186;0,143851988;;
Q9NQC3;RTN4;1,358775;0,4862837;1,421951;0,3265778;Vicino all'ER;ER;0,063176;0,143721725;;
O00186;STXBP3;1,017364;0,07799748;1,080488;0,05308058;Vicino all'ER;PM;0,063124;0,143562717;;
P48449;LSS;0,5942051;0,002201835;0,5289968;0,000504587;Vicino al REPLICOMA;ER;0,0652083;0,149936168;;
Q14766;LTBP1;0,7562115;0,01005587;0,719003;0,004267913;Vicino al REPLICOMA;Nucleus;0,0372085;0,06431733;;
O15126;SCAMP1;1,040292;0,09169018;1,103198;0,06074675;Vicino all'ER;endosome-vesicle;0,062906;0,142896108;;
Q13724;MOGS;0,3473556;0;0,4100558;2,78E-05;Vicino all'ER;ER;0,0627002;0,142266805;;
E9PLY5;MACF1;0,7682464;0,01095111;0,7241009;0,004456193;Vicino al REPLICOMA;Mitochondria;0,0441455;0,085529549;;
P01834;IGKC;1,510264;0,7882634;1,572789;0,5851519;Vicino all'ER;ER;0,062525;0,141731072;;
A0A087WU53;MAGT1;0,3659331;0;0,3615763;0;Vicino al REPLICOMA;ER;0,0043568;-0,036137829;;
Q14011;CIRBP;1,387361;0,5407726;1,449813;0,3683351;Vicino all'ER;Translation;0,062452;0,14150785;;
Q96DV4;MRPL38;0,6871742;0,005614806;0,7495143;0,005404664;Vicino all'ER;Mitochondria;0,0623401;0,141165678;;
P84103;SRSF3;0,6882938;0,00568125;0,7506188;0,005436562;Vicino all'ER;Nucleus;0,062325;0,141119505;;
Q9H8H0;NOL11;1,174708;0,1997283;1,236933;0,1285046;Vicino all'ER;Nucleus;0,062225;0,140813721;;
P31942;HNRNPH3;0,7448502;0,009201763;0,8069977;0,008262295;Vicino all'ER;Nucleus;0,0621475;0,140576739;;
P98160;HSPG2;0,7414712;0,008940298;0,803565;0,008111849;Vicino all'ER;Nucleus;0,0620938;0,140412533;;
A0A8V8TMH5;MAP3K5;1,143145;0,1699793;1,107679;0,06247849;Vicino al REPLICOMA;Nucleus;0,035466;0,058989048;;
A8MXP9;MATR3;0,7366872;0,008714575;0,7075635;0,003883415;Vicino al REPLICOMA;Nucleus;0,0291237;0,039595326;;
Q96N66;MBOAT7;0,4909927;0,000574018;0,4337181;2,40E-05;Vicino al REPLICOMA;ER;0,0572746;0,125676203;;
Q12981;BNIP1;0,4683034;0,000462329;0,5301489;0,000530303;Vicino all'ER;ER;0,0618455;0,139653272;;
P35625;TIMP3;1,05388;0,1000806;1,115703;0,06524855;Vicino all'ER;PM;0,061823;0,13958447;;
Q8NI22;MCFD2;0,4653222;0,00043554;0,4044632;2,91E-05;Vicino al REPLICOMA;ER;0,060859;0,136636715;;
Q9H1U4;MEGF9;0,4624559;0,000410714;0,3024489;0;Vicino al REPLICOMA;ER;0,160007;0,439815184;Q3;x
P11021;HSPA5;0,3077678;0;0,3693906;0;Vicino all'ER;ER;0,0616228;0,138972291;;
Q8IX12;CCAR1;0,7463974;0,009311348;0,8078343;0,008307943;Vicino all'ER;Nucleus;0,0614369;0,138403839;;
Q15393;SF3B3;0,8363512;0,01941113;0,8977603;0,01552423;Vicino all'ER;Nucleus;0,0614091;0,138318832;;
P17301;ITGA2;1,12397;0,1523691;1,185309;0,09668249;Vicino all'ER;PM;0,061339;0,138104477;;
Q14696;MESD;0,4194589;0,000238095;0,4075147;2,86E-05;Vicino al REPLICOMA;ER;0,0119442;-0,012936793;;
Q9Y426;C2CD2;0,5933619;0,002149446;0,6544936;0,00266;Vicino all'ER;ER;0,0611317;0,137470587;;
Q8N163;CCAR2;0,7826475;0,0121608;0,8437759;0,01062441;Vicino all'ER;Nucleus;0,0611284;0,137460497;;
Q9NY93;DDX56;0,8238615;0,01722015;0,8848978;0,01416323;Vicino all'ER;Nucleus;0,0610363;0,13717887;;
K7EK33;DAZAP1;0,9140125;0,0356527;0,9749472;0,02735925;Vicino all'ER;Nucleus;0,0609347;0,136868193;;
C9JW74;MEST;0,8638876;0,0244803;0,795233;0,007726751;Vicino al REPLICOMA;ER;0,0686546;0,160474393;;
Q9NX58;LYAR;0,7626029;0,01045784;0,823531;0,009190428;Vicino all'ER;Nucleus;0,0609281;0,136848012;;
I3L2A4;SIRT7;1,476272;0,7231759;1,53718;0,5209169;Vicino all'ER;Cytoplasm;0,060908;0,136786549;;
Q9NSY1;BMP2K;1,117516;0,1464884;1,178397;0,09307212;Vicino all'ER;endosome-vesicle;0,060881;0,136703988;;
F5H6X2;MGST1;0,3069686;0;0,2064617;0;Vicino al REPLICOMA;ER;0,1005069;0,257873549;;
P62316;SNRPD2;0,7313699;0,008257261;0,7921906;0,007549247;Vicino all'ER;Nucleus;0,0608207;0,1365196;;
P82094;TMF1;0,9008225;0,03235056;0,9615839;0,02487671;Vicino all'ER;Golgi apparatus;0,0607614;0,13633827;;
Q14165;MLEC;0,4459245;0,000361446;0,3605896;0;Vicino al REPLICOMA;ER;0,0853349;0,211480039;;
A0A8V8TR86;DDX23;0,7906049;0,01296977;0,8511655;0,0112131;Vicino all'ER;Nucleus;0,0605606;0,135724256;;
Q96KP1;EXOC2;0,9913062;0,06460317;1,051826;0,04418071;Vicino all'ER;endosome-vesicle;0,0605198;0,135599497;;
Q13263;TRIM28;0,8275939;0,01773766;0,8880957;0,01443811;Vicino all'ER;Nucleus;0,0605018;0,135544456;;
P56199;ITGA1;1,098905;0,1325657;1,159326;0,08342469;Vicino all'ER;PM;0,060421;0,135297382;;
O15260;SURF4;0,7573981;0,01011101;0,8178132;0,008974764;Vicino all'ER;ER;0,0604151;0,135279341;;
H7BZ94;P4HB;1,480752;0,7317832;1,541118;0,5271615;Vicino all'ER;ER;0,060366;0,135129201;;
Q8N1F7;NUP93;0,8117871;0,01576982;0,8719706;0,0129598;Vicino all'ER;Nucleus;0,0601835;0,134571146;;
